{'stabilizer.yaw': 130.2550048828125, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': 4.456968307495117, 'stabilizer.roll': -64.05655670166016}
{'stabilizer.pitch': -0.5206463932991028, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85851287841797, 'stabilizer.yaw': 40.74532699584961}
{'stabilizer.pitch': -0.5195154547691345, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85749816894531, 'stabilizer.yaw': 40.74382019042969}
{'stabilizer.pitch': -0.5183001160621643, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.856048583984375, 'stabilizer.yaw': 40.737674713134766}
{'stabilizer.pitch': -0.5200920104980469, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.856143951416016, 'stabilizer.yaw': 40.737098693847656}
{'stabilizer.pitch': -0.5210875868797302, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8565559387207, 'stabilizer.yaw': 40.734718322753906}
{'stabilizer.pitch': -0.5202648043632507, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85847473144531, 'stabilizer.yaw': 40.7336311340332}
{'stabilizer.pitch': -0.5190339088439941, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86037826538086, 'stabilizer.yaw': 40.72970962524414}
{'stabilizer.pitch': -0.5170350074768066, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85773849487305, 'stabilizer.yaw': 40.726566314697266}
{'stabilizer.pitch': -0.5155383944511414, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.859901428222656, 'stabilizer.yaw': 40.72582244873047}
{'stabilizer.pitch': -0.5148617625236511, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.859039306640625, 'stabilizer.yaw': 40.72400665283203}
{'stabilizer.pitch': -0.5151821970939636, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.859291076660156, 'stabilizer.yaw': 40.71831130981445}
{'stabilizer.pitch': -0.5155335068702698, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.861572265625, 'stabilizer.yaw': 40.716190338134766}
{'stabilizer.pitch': -0.5146574974060059, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.860225677490234, 'stabilizer.yaw': 40.71480178833008}
{'stabilizer.pitch': -0.5176116228103638, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.859947204589844, 'stabilizer.yaw': 40.70883560180664}
{'stabilizer.pitch': -0.5194506645202637, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85993576049805, 'stabilizer.yaw': 40.70573043823242}
{'stabilizer.pitch': -0.524920642375946, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.868534088134766, 'stabilizer.yaw': 40.69487380981445}
{'stabilizer.pitch': -0.5216450691223145, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86867141723633, 'stabilizer.yaw': 40.687381744384766}
{'stabilizer.pitch': -0.5200910568237305, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86611557006836, 'stabilizer.yaw': 40.68065643310547}
{'stabilizer.pitch': -0.5224412083625793, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.865203857421875, 'stabilizer.yaw': 40.68021011352539}
{'stabilizer.pitch': -0.5221362709999084, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.867149353027344, 'stabilizer.yaw': 40.676597595214844}
{'stabilizer.pitch': -0.5181348323822021, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86716079711914, 'stabilizer.yaw': 40.66989517211914}
{'stabilizer.pitch': -0.5196158289909363, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86968994140625, 'stabilizer.yaw': 40.665950775146484}
{'stabilizer.pitch': -0.5212336778640747, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86586380004883, 'stabilizer.yaw': 40.66286087036133}
{'stabilizer.pitch': -0.5160403847694397, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86396408081055, 'stabilizer.yaw': 40.65500259399414}
{'stabilizer.pitch': -0.5152413845062256, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86222457885742, 'stabilizer.yaw': 40.65024185180664}
{'stabilizer.pitch': -0.5118018388748169, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86357498168945, 'stabilizer.yaw': 40.643917083740234}
{'stabilizer.pitch': -0.5111334919929504, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86355209350586, 'stabilizer.yaw': 40.63613510131836}
{'stabilizer.pitch': -0.5106325745582581, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86240005493164, 'stabilizer.yaw': 40.632381439208984}
{'stabilizer.pitch': -0.5110409259796143, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86200714111328, 'stabilizer.yaw': 40.63086700439453}
{'stabilizer.pitch': -0.5094557404518127, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86067581176758, 'stabilizer.yaw': 40.62489700317383}
{'stabilizer.pitch': -0.5060926675796509, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85662841796875, 'stabilizer.yaw': 40.62157440185547}
{'stabilizer.pitch': -0.5041274428367615, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85859298706055, 'stabilizer.yaw': 40.6179084777832}
{'stabilizer.pitch': -0.5074093341827393, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86176681518555, 'stabilizer.yaw': 40.614688873291016}
{'stabilizer.pitch': -0.505974531173706, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86121368408203, 'stabilizer.yaw': 40.61326599121094}
{'stabilizer.pitch': -0.5093343257904053, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86216354370117, 'stabilizer.yaw': 40.60993194580078}
{'stabilizer.pitch': -0.5122417211532593, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85820770263672, 'stabilizer.yaw': 40.60616683959961}
{'stabilizer.pitch': -0.5131964683532715, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.859657287597656, 'stabilizer.yaw': 40.600467681884766}
{'stabilizer.pitch': -0.5126519203186035, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85721206665039, 'stabilizer.yaw': 40.594398498535156}
{'stabilizer.pitch': -0.513725996017456, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8559684753418, 'stabilizer.yaw': 40.58939743041992}
{'stabilizer.pitch': -0.5143200755119324, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86221694946289, 'stabilizer.yaw': 40.584964752197266}
{'stabilizer.pitch': -0.515026330947876, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.85799026489258, 'stabilizer.yaw': 40.581783294677734}
{'stabilizer.pitch': -0.5154711604118347, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8572998046875, 'stabilizer.yaw': 40.57603073120117}
{'stabilizer.pitch': -0.5167193412780762, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.860408782958984, 'stabilizer.yaw': 40.57347106933594}
{'stabilizer.pitch': -0.5175000429153442, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86307907104492, 'stabilizer.yaw': 40.566593170166016}
{'stabilizer.pitch': -0.5142722725868225, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.864376068115234, 'stabilizer.yaw': 40.56318664550781}
{'stabilizer.pitch': -0.5139340162277222, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86572265625, 'stabilizer.yaw': 40.55927658081055}
{'stabilizer.pitch': -0.5146070718765259, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8656120300293, 'stabilizer.yaw': 40.5538444519043}
{'stabilizer.pitch': -0.5174996852874756, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86695098876953, 'stabilizer.yaw': 40.550331115722656}
{'stabilizer.pitch': -0.5181794166564941, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.867069244384766, 'stabilizer.yaw': 40.543067932128906}
{'stabilizer.pitch': -0.5154606103897095, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86354064941406, 'stabilizer.yaw': 40.538150787353516}
{'stabilizer.pitch': -0.5156338214874268, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.869083404541016, 'stabilizer.yaw': 40.53496551513672}
{'stabilizer.pitch': -0.5159469842910767, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.871158599853516, 'stabilizer.yaw': 40.531490325927734}
{'stabilizer.pitch': -0.5175890922546387, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.86939239501953, 'stabilizer.yaw': 40.526615142822266}
{'stabilizer.pitch': -0.5184004306793213, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.87367630004883, 'stabilizer.yaw': 40.522010803222656}
{'stabilizer.pitch': -0.5175686478614807, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.873741149902344, 'stabilizer.yaw': 40.518943786621094}
{'stabilizer.pitch': -0.5178517699241638, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.87550354003906, 'stabilizer.yaw': 40.512935638427734}
{'stabilizer.pitch': -0.5161539316177368, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.87465286254883, 'stabilizer.yaw': 40.506771087646484}
{'stabilizer.pitch': -0.5193797945976257, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.874305725097656, 'stabilizer.yaw': 40.50441360473633}
{'stabilizer.pitch': -0.5179198980331421, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.87537384033203, 'stabilizer.yaw': 40.50026321411133}
{'stabilizer.pitch': -0.5179078578948975, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.87682342529297, 'stabilizer.yaw': 40.49505615234375}
{'stabilizer.pitch': -0.5149722099304199, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.874168395996094, 'stabilizer.yaw': 40.48542785644531}
{'stabilizer.pitch': -0.5152021050453186, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.873863220214844, 'stabilizer.yaw': 40.480674743652344}
{'stabilizer.pitch': -0.51633620262146, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.87552261352539, 'stabilizer.yaw': 40.47594451904297}
{'stabilizer.pitch': -0.5185374021530151, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.876708984375, 'stabilizer.yaw': 40.47685241699219}
{'stabilizer.pitch': -0.5226994156837463, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.88772964477539, 'stabilizer.yaw': 40.45954513549805}
{'stabilizer.pitch': -0.521552324295044, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.89265441894531, 'stabilizer.yaw': 40.451622009277344}
{'stabilizer.pitch': -0.5247690677642822, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.89583969116211, 'stabilizer.yaw': 40.44834899902344}
{'stabilizer.pitch': -0.5227978825569153, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.900245666503906, 'stabilizer.yaw': 40.43998336791992}
{'stabilizer.pitch': -0.5264098048210144, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.901832580566406, 'stabilizer.yaw': 40.43803787231445}
{'stabilizer.pitch': -0.5217469334602356, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90355682373047, 'stabilizer.yaw': 40.428367614746094}
{'stabilizer.pitch': -0.5232702493667603, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.89667892456055, 'stabilizer.yaw': 40.424137115478516}
{'stabilizer.pitch': -0.5213050842285156, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90502166748047, 'stabilizer.yaw': 40.42158126831055}
{'stabilizer.pitch': -0.5187738537788391, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90158462524414, 'stabilizer.yaw': 40.41704177856445}
{'stabilizer.pitch': -0.5191293358802795, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90330123901367, 'stabilizer.yaw': 40.41325759887695}
{'stabilizer.pitch': -0.5136517286300659, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90543746948242, 'stabilizer.yaw': 40.4028434753418}
{'stabilizer.pitch': -0.5173419117927551, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90350341796875, 'stabilizer.yaw': 40.404380798339844}
{'stabilizer.pitch': -0.5130453705787659, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.904205322265625, 'stabilizer.yaw': 40.39813232421875}
{'stabilizer.pitch': -0.5216270089149475, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.9030876159668, 'stabilizer.yaw': 40.40315628051758}
{'stabilizer.pitch': -0.5185573697090149, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.902828216552734, 'stabilizer.yaw': 40.39512634277344}
{'stabilizer.pitch': -0.5254765152931213, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.901336669921875, 'stabilizer.yaw': 40.39390563964844}
{'stabilizer.pitch': -0.5270854234695435, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.905113220214844, 'stabilizer.yaw': 40.38868713378906}
{'stabilizer.pitch': -0.5293007493019104, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.901371002197266, 'stabilizer.yaw': 40.38426208496094}
{'stabilizer.pitch': -0.5285773277282715, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.905521392822266, 'stabilizer.yaw': 40.377159118652344}
{'stabilizer.pitch': -0.52931147813797, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90556716918945, 'stabilizer.yaw': 40.37245178222656}
{'stabilizer.pitch': -0.5263108611106873, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90884780883789, 'stabilizer.yaw': 40.367862701416016}
{'stabilizer.pitch': -0.5239028334617615, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90711975097656, 'stabilizer.yaw': 40.36449432373047}
{'stabilizer.pitch': -0.5226700901985168, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90868377685547, 'stabilizer.yaw': 40.36281967163086}
{'stabilizer.pitch': -0.522572934627533, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.911991119384766, 'stabilizer.yaw': 40.35678482055664}
{'stabilizer.pitch': -0.523001492023468, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.912113189697266, 'stabilizer.yaw': 40.35381317138672}
{'stabilizer.pitch': -0.5254001021385193, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.91600799560547, 'stabilizer.yaw': 40.34971237182617}
{'stabilizer.pitch': -0.5277915596961975, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.91640853881836, 'stabilizer.yaw': 40.3448486328125}
{'stabilizer.pitch': -0.5251439213752747, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.91810989379883, 'stabilizer.yaw': 40.33314514160156}
{'stabilizer.pitch': -0.531472384929657, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.912479400634766, 'stabilizer.yaw': 40.3318977355957}
{'stabilizer.pitch': -0.5317814946174622, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.91578674316406, 'stabilizer.yaw': 40.32781219482422}
{'stabilizer.pitch': -0.5301411151885986, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.91341781616211, 'stabilizer.yaw': 40.32252502441406}
{'stabilizer.pitch': -0.533966064453125, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.912384033203125, 'stabilizer.yaw': 40.32304763793945}
{'stabilizer.pitch': -0.5312269926071167, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.91318893432617, 'stabilizer.yaw': 40.319149017333984}
{'stabilizer.pitch': -0.5317908525466919, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.91183853149414, 'stabilizer.yaw': 40.31488800048828}
{'stabilizer.pitch': -0.5325639247894287, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.911277770996094, 'stabilizer.yaw': 40.31032180786133}
{'stabilizer.pitch': -0.534090518951416, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.91366195678711, 'stabilizer.yaw': 40.305335998535156}
{'stabilizer.pitch': -0.5368175506591797, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.913970947265625, 'stabilizer.yaw': 40.30168914794922}
{'stabilizer.pitch': -0.5381235480308533, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.916847229003906, 'stabilizer.yaw': 40.29759979248047}
{'stabilizer.pitch': -0.5375632047653198, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.91486358642578, 'stabilizer.yaw': 40.2932243347168}
{'stabilizer.pitch': -0.5368055701255798, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.914058685302734, 'stabilizer.yaw': 40.29351806640625}
{'stabilizer.pitch': -0.5356650948524475, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.911956787109375, 'stabilizer.yaw': 40.28868865966797}
{'stabilizer.pitch': -0.5356974005699158, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90592956542969, 'stabilizer.yaw': 40.28556823730469}
{'stabilizer.pitch': -0.5312147736549377, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.91157150268555, 'stabilizer.yaw': 40.2784423828125}
{'stabilizer.pitch': -0.5350990295410156, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90849304199219, 'stabilizer.yaw': 40.27457809448242}
{'stabilizer.pitch': -0.5351646542549133, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90732192993164, 'stabilizer.yaw': 40.26811981201172}
{'stabilizer.pitch': -0.5344110727310181, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90473175048828, 'stabilizer.yaw': 40.265708923339844}
{'stabilizer.pitch': -0.5331717133522034, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90644836425781, 'stabilizer.yaw': 40.26154708862305}
{'stabilizer.pitch': -0.533079981803894, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90534973144531, 'stabilizer.yaw': 40.25899887084961}
{'stabilizer.pitch': -0.5333688259124756, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90382385253906, 'stabilizer.yaw': 40.25319290161133}
{'stabilizer.pitch': -0.5358280539512634, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90467834472656, 'stabilizer.yaw': 40.24762725830078}
{'stabilizer.pitch': -0.5331639051437378, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.905609130859375, 'stabilizer.yaw': 40.24211883544922}
{'stabilizer.pitch': -0.5292704105377197, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90534973144531, 'stabilizer.yaw': 40.236900329589844}
{'stabilizer.pitch': -0.528918445110321, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90174102783203, 'stabilizer.yaw': 40.23139953613281}
{'stabilizer.pitch': -0.5300434827804565, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90109634399414, 'stabilizer.yaw': 40.22566223144531}
{'stabilizer.pitch': -0.5285321474075317, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90175247192383, 'stabilizer.yaw': 40.22435760498047}
{'stabilizer.pitch': -0.5266908407211304, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.9033317565918, 'stabilizer.yaw': 40.21748352050781}
{'stabilizer.pitch': -0.524716317653656, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90428161621094, 'stabilizer.yaw': 40.21302795410156}
{'stabilizer.pitch': -0.527371883392334, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.906734466552734, 'stabilizer.yaw': 40.21034622192383}
{'stabilizer.pitch': -0.5272794961929321, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.903873443603516, 'stabilizer.yaw': 40.20302963256836}
{'stabilizer.pitch': -0.5289424657821655, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90545654296875, 'stabilizer.yaw': 40.200897216796875}
{'stabilizer.pitch': -0.5316075086593628, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.904972076416016, 'stabilizer.yaw': 40.198394775390625}
{'stabilizer.pitch': -0.5317894220352173, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.906646728515625, 'stabilizer.yaw': 40.193546295166016}
{'stabilizer.pitch': -0.5353635549545288, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.904296875, 'stabilizer.yaw': 40.1881217956543}
{'stabilizer.pitch': -0.5349587798118591, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90542221069336, 'stabilizer.yaw': 40.18281555175781}
{'stabilizer.pitch': -0.534376859664917, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90407180786133, 'stabilizer.yaw': 40.17814636230469}
{'stabilizer.pitch': -0.5342965126037598, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90387725830078, 'stabilizer.yaw': 40.174278259277344}
{'stabilizer.pitch': -0.5343919992446899, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90167236328125, 'stabilizer.yaw': 40.1754035949707}
{'stabilizer.pitch': -0.5329014658927917, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90388870239258, 'stabilizer.yaw': 40.17144775390625}
{'stabilizer.pitch': -0.5331619381904602, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.898277282714844, 'stabilizer.yaw': 40.17180252075195}
{'stabilizer.pitch': -0.5322432518005371, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.89823913574219, 'stabilizer.yaw': 40.168296813964844}
{'stabilizer.pitch': -0.5317807793617249, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.89994430541992, 'stabilizer.yaw': 40.16140365600586}
{'stabilizer.pitch': -0.5303673148155212, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8964729309082, 'stabilizer.yaw': 40.158504486083984}
{'stabilizer.pitch': -0.5288828015327454, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.895450592041016, 'stabilizer.yaw': 40.15453338623047}
{'stabilizer.pitch': -0.5292367935180664, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.89642333984375, 'stabilizer.yaw': 40.148681640625}
{'stabilizer.pitch': -0.5322464108467102, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.896087646484375, 'stabilizer.yaw': 40.14683151245117}
{'stabilizer.pitch': -0.5322882533073425, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.89633560180664, 'stabilizer.yaw': 40.14194107055664}
{'stabilizer.pitch': -0.5374646782875061, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.896690368652344, 'stabilizer.yaw': 40.13937759399414}
{'stabilizer.pitch': -0.5380893349647522, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.897918701171875, 'stabilizer.yaw': 40.13551712036133}
{'stabilizer.pitch': -0.5428305864334106, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.899776458740234, 'stabilizer.yaw': 40.1281852722168}
{'stabilizer.pitch': -0.5407617092132568, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.89859390258789, 'stabilizer.yaw': 40.122840881347656}
{'stabilizer.pitch': -0.544067919254303, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.89877700805664, 'stabilizer.yaw': 40.118343353271484}
{'stabilizer.pitch': -0.5435615181922913, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90044403076172, 'stabilizer.yaw': 40.114173889160156}
{'stabilizer.pitch': -0.5448835492134094, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.8990364074707, 'stabilizer.yaw': 40.109901428222656}
{'stabilizer.pitch': -0.5442663431167603, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.901432037353516, 'stabilizer.yaw': 40.10568618774414}
{'stabilizer.pitch': -0.5438141226768494, 'stabilizer.thrust': 0.0, 'stabilizer.roll': -61.90142059326172, 'stabilizer.yaw': 40.096134185791016}
{'stabilizer.yaw': 39.2135124206543, 'stabilizer.roll': -61.86390686035156, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5370354056358337}
{'stabilizer.yaw': 39.21132278442383, 'stabilizer.roll': -61.86414337158203, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5362933278083801}
{'stabilizer.yaw': 39.20884323120117, 'stabilizer.roll': -61.863525390625, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5357329249382019}
{'stabilizer.yaw': 39.206295013427734, 'stabilizer.roll': -61.86334991455078, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5375983715057373}
{'stabilizer.yaw': 39.19295883178711, 'stabilizer.roll': -61.88233947753906, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5448864698410034}
{'stabilizer.yaw': 39.18028259277344, 'stabilizer.roll': -61.89020538330078, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5396004319190979}
{'stabilizer.yaw': 39.177528381347656, 'stabilizer.roll': -61.893348693847656, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5434144139289856}
{'stabilizer.yaw': 39.171058654785156, 'stabilizer.roll': -61.89381408691406, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.541321337223053}
{'stabilizer.yaw': 39.16769027709961, 'stabilizer.roll': -61.89475631713867, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5413258671760559}
{'stabilizer.yaw': 39.16426086425781, 'stabilizer.roll': -61.89219284057617, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5425548553466797}
{'stabilizer.yaw': 39.15757751464844, 'stabilizer.roll': -61.89521408081055, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5348432064056396}
{'stabilizer.yaw': 39.15367889404297, 'stabilizer.roll': -61.894039154052734, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5362603664398193}
{'stabilizer.yaw': 39.14958572387695, 'stabilizer.roll': -61.89339828491211, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5392189621925354}
{'stabilizer.yaw': 39.1390266418457, 'stabilizer.roll': -61.88856887817383, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5314875841140747}
{'stabilizer.yaw': 39.13876724243164, 'stabilizer.roll': -61.87959671020508, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5336513519287109}
{'stabilizer.yaw': 39.13372802734375, 'stabilizer.roll': -61.88212966918945, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5308964252471924}
{'stabilizer.yaw': 39.14250564575195, 'stabilizer.roll': -61.87423324584961, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5325973629951477}
{'stabilizer.yaw': 39.1320686340332, 'stabilizer.roll': -61.87743377685547, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5358904600143433}
{'stabilizer.yaw': 39.126644134521484, 'stabilizer.roll': -61.87919235229492, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5375605225563049}
{'stabilizer.yaw': 39.12073516845703, 'stabilizer.roll': -61.87737274169922, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5383565425872803}
{'stabilizer.yaw': 39.114158630371094, 'stabilizer.roll': -61.872764587402344, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5410760045051575}
{'stabilizer.yaw': 39.108177185058594, 'stabilizer.roll': -61.87362289428711, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5374331474304199}
{'stabilizer.yaw': 39.10308837890625, 'stabilizer.roll': -61.87473678588867, 'stabilizer.thrust': 0.0, 'stabilizer.pitch': -0.5401907563209534}
